epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.853464924462951,6.8910675,0.392,1.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,6.595354800177093,6.4050375,2.382,7.814
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,6.22745424450034,5.368685,10.568,25.67
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.885561057836703,4.413815,21.88,43.448
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,5.62237278777774,3.7689675,31.158,54.852
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,5.404726054408763,3.319796875,38.318,62.088
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.252297495851423,3.02988375,43.166,66.794
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.14326023111249,2.836114375,46.972,69.978
epoch,train_loss,eval_loss,eval_top1,eval_top5
8,5.042089147142844,2.70094125,49.252,72.042
epoch,train_loss,eval_loss,eval_top1,eval_top5
9,4.987240002887083,2.6036025,51.066,73.638
epoch,train_loss,eval_loss,eval_top1,eval_top5
10,4.940658768804947,2.53669625,52.368,74.606
epoch,train_loss,eval_loss,eval_top1,eval_top5
11,4.9079013425524876,2.490460625,53.156,75.308
epoch,train_loss,eval_loss,eval_top1,eval_top5
12,4.902897102998034,2.45520875,53.84,75.872
epoch,train_loss,eval_loss,eval_top1,eval_top5
13,4.883901881699515,2.43609,54.132,76.052
epoch,train_loss,eval_loss,eval_top1,eval_top5
14,4.86630108686957,2.4300775,54.286,76.064
epoch,train_loss,eval_loss,eval_top1,eval_top5
15,4.889150545148566,2.43168375,54.322,76.254
epoch,train_loss,eval_loss,eval_top1,eval_top5
16,4.919285985502866,2.438155,54.224,76.086
epoch,train_loss,eval_loss,eval_top1,eval_top5
17,4.907902666837862,2.4475175,54.05,75.898
epoch,train_loss,eval_loss,eval_top1,eval_top5
18,4.899696577893625,2.457906875,53.922,75.778
epoch,train_loss,eval_loss,eval_top1,eval_top5
19,4.943669661436931,2.47310625,53.602,75.676
epoch,train_loss,eval_loss,eval_top1,eval_top5
20,4.881304776314462,2.44457,54.142,76.054
epoch,train_loss,eval_loss,eval_top1,eval_top5
21,4.857462410879608,2.42171,54.606,76.392
epoch,train_loss,eval_loss,eval_top1,eval_top5
22,4.8272456532657735,2.39645375,55.004,76.706
epoch,train_loss,eval_loss,eval_top1,eval_top5
23,4.825225851323345,2.37748125,55.324,76.902
epoch,train_loss,eval_loss,eval_top1,eval_top5
24,4.798190133406385,2.35803875,55.674,77.108
epoch,train_loss,eval_loss,eval_top1,eval_top5
25,4.7751651117117095,2.34691125,55.954,77.292
epoch,train_loss,eval_loss,eval_top1,eval_top5
26,4.747398208863665,2.333825625,56.126,77.506
epoch,train_loss,eval_loss,eval_top1,eval_top5
27,4.733064345794149,2.315635,56.58,77.686
epoch,train_loss,eval_loss,eval_top1,eval_top5
28,4.733814572343732,2.29658125,56.9,78.076
epoch,train_loss,eval_loss,eval_top1,eval_top5
29,4.7231969443878326,2.28608,57.3,78.184
epoch,train_loss,eval_loss,eval_top1,eval_top5
30,4.696617150070644,2.26915,57.502,78.41
epoch,train_loss,eval_loss,eval_top1,eval_top5
31,4.669634736410462,2.253746875,57.862,78.692
epoch,train_loss,eval_loss,eval_top1,eval_top5
32,4.659711059957448,2.24063625,58.25,78.77
epoch,train_loss,eval_loss,eval_top1,eval_top5
33,4.62424104166503,2.22658125,58.51,79.012
epoch,train_loss,eval_loss,eval_top1,eval_top5
34,4.618527309729322,2.21318125,58.67,79.192
epoch,train_loss,eval_loss,eval_top1,eval_top5
35,4.621161208294406,2.202853125,58.86,79.366
epoch,train_loss,eval_loss,eval_top1,eval_top5
36,4.580282773121749,2.19069625,59.17,79.554
epoch,train_loss,eval_loss,eval_top1,eval_top5
37,4.567616090916171,2.178100625,59.372,79.604
epoch,train_loss,eval_loss,eval_top1,eval_top5
38,4.559370654644352,2.160938125,59.486,79.872
epoch,train_loss,eval_loss,eval_top1,eval_top5
39,4.53218672417178,2.152421875,59.944,80.02
epoch,train_loss,eval_loss,eval_top1,eval_top5
40,4.517509358944279,2.13676625,60.268,80.172
epoch,train_loss,eval_loss,eval_top1,eval_top5
41,4.511586512669479,2.1221878125,60.466,80.358
epoch,train_loss,eval_loss,eval_top1,eval_top5
42,4.486313389079405,2.10843375,60.688,80.528
epoch,train_loss,eval_loss,eval_top1,eval_top5
43,4.455274839212398,2.096033125,60.956,80.748
epoch,train_loss,eval_loss,eval_top1,eval_top5
44,4.442548040116187,2.0816978125,61.302,80.778
epoch,train_loss,eval_loss,eval_top1,eval_top5
45,4.4234068747794275,2.0658421875,61.686,80.986
epoch,train_loss,eval_loss,eval_top1,eval_top5
46,4.391422691911754,2.054276875,62.068,81.268
epoch,train_loss,eval_loss,eval_top1,eval_top5
47,4.39205000542178,2.041696875,62.248,81.356
epoch,train_loss,eval_loss,eval_top1,eval_top5
48,4.360315992100404,2.029445625,62.502,81.538
epoch,train_loss,eval_loss,eval_top1,eval_top5
49,4.333808129376704,2.021024375,62.688,81.652
epoch,train_loss,eval_loss,eval_top1,eval_top5
50,4.293479747111254,2.006181875,62.924,81.836
epoch,train_loss,eval_loss,eval_top1,eval_top5
51,4.28578235607336,1.9891175,63.27,82.062
epoch,train_loss,eval_loss,eval_top1,eval_top5
52,4.273339061453791,1.97415625,63.622,82.304
epoch,train_loss,eval_loss,eval_top1,eval_top5
53,4.249137208013251,1.9646690625,63.846,82.428
epoch,train_loss,eval_loss,eval_top1,eval_top5
54,4.237295989943023,1.9541509375,64.118,82.622
epoch,train_loss,eval_loss,eval_top1,eval_top5
55,4.205013303473445,1.936368125,64.518,82.848
epoch,train_loss,eval_loss,eval_top1,eval_top5
56,4.177122503223986,1.9246346875,64.808,82.966
epoch,train_loss,eval_loss,eval_top1,eval_top5
57,4.141690609478714,1.91473875,64.892,83.07
epoch,train_loss,eval_loss,eval_top1,eval_top5
58,4.106618948502116,1.902366875,65.426,83.286
epoch,train_loss,eval_loss,eval_top1,eval_top5
59,4.069677380051943,1.887371875,65.684,83.442
epoch,train_loss,eval_loss,eval_top1,eval_top5
60,4.075413504449448,1.878241875,65.952,83.564
epoch,train_loss,eval_loss,eval_top1,eval_top5
61,4.03464693008083,1.866883125,66.406,83.776
epoch,train_loss,eval_loss,eval_top1,eval_top5
62,4.001670696947834,1.855515,66.602,83.876
epoch,train_loss,eval_loss,eval_top1,eval_top5
63,3.96606710051546,1.842913125,66.926,84.058
epoch,train_loss,eval_loss,eval_top1,eval_top5
64,3.9385409768265074,1.8294209375,67.224,84.18
epoch,train_loss,eval_loss,eval_top1,eval_top5
65,3.906193441683703,1.81729125,67.476,84.348
epoch,train_loss,eval_loss,eval_top1,eval_top5
66,3.890725023675673,1.80617375,67.738,84.448
epoch,train_loss,eval_loss,eval_top1,eval_top5
67,3.847926124487773,1.793656875,68.052,84.598
epoch,train_loss,eval_loss,eval_top1,eval_top5
68,3.826126269774862,1.783606875,68.394,84.786
epoch,train_loss,eval_loss,eval_top1,eval_top5
69,3.7869043928561825,1.77167375,68.612,84.992
epoch,train_loss,eval_loss,eval_top1,eval_top5
70,3.743195367331552,1.7631275,68.808,85.042
epoch,train_loss,eval_loss,eval_top1,eval_top5
71,3.736142954023758,1.751095625,69.182,85.136
epoch,train_loss,eval_loss,eval_top1,eval_top5
72,3.6874619073206834,1.7370990625,69.418,85.402
epoch,train_loss,eval_loss,eval_top1,eval_top5
73,3.642902727174287,1.72693734375,69.684,85.424
epoch,train_loss,eval_loss,eval_top1,eval_top5
74,3.6302109283976036,1.71590828125,69.856,85.512
epoch,train_loss,eval_loss,eval_top1,eval_top5
75,3.5870126296978184,1.70799375,70.038,85.63
epoch,train_loss,eval_loss,eval_top1,eval_top5
76,3.5304510971107104,1.69469703125,70.384,85.756
epoch,train_loss,eval_loss,eval_top1,eval_top5
77,3.493795093923512,1.685443125,70.708,85.914
epoch,train_loss,eval_loss,eval_top1,eval_top5
78,3.4614640226458557,1.67842453125,70.846,85.942
epoch,train_loss,eval_loss,eval_top1,eval_top5
79,3.4529080780425874,1.66862234375,71.08,86.014
epoch,train_loss,eval_loss,eval_top1,eval_top5
80,3.4102349517369035,1.6625984375,71.274,86.076
epoch,train_loss,eval_loss,eval_top1,eval_top5
81,3.386136548353894,1.654084375,71.542,86.224
epoch,train_loss,eval_loss,eval_top1,eval_top5
82,3.3587568030498995,1.6471378125,71.708,86.242
epoch,train_loss,eval_loss,eval_top1,eval_top5
83,3.3361942248769325,1.6414403125,71.896,86.33
epoch,train_loss,eval_loss,eval_top1,eval_top5
84,3.302623188141549,1.6365734375,71.894,86.382
epoch,train_loss,eval_loss,eval_top1,eval_top5
85,3.2845008939799696,1.6335775,72.022,86.468
epoch,train_loss,eval_loss,eval_top1,eval_top5
86,3.2644018454126793,1.6283753125,72.112,86.502
epoch,train_loss,eval_loss,eval_top1,eval_top5
87,3.248208176971662,1.6233846875,72.262,86.532
epoch,train_loss,eval_loss,eval_top1,eval_top5
88,3.2160508077923615,1.6199265625,72.34,86.55
epoch,train_loss,eval_loss,eval_top1,eval_top5
89,3.241113074935309,1.616468125,72.368,86.538
epoch,train_loss,eval_loss,eval_top1,eval_top5
90,3.2146560012704075,1.613985625,72.364,86.566
epoch,train_loss,eval_loss,eval_top1,eval_top5
91,3.210931559600452,1.6116165625,72.408,86.608
epoch,train_loss,eval_loss,eval_top1,eval_top5
92,3.1931490603059824,1.6109803125,72.452,86.622
epoch,train_loss,eval_loss,eval_top1,eval_top5
93,3.2203054817596284,1.609715,72.464,86.616
epoch,train_loss,eval_loss,eval_top1,eval_top5
94,3.218899711523906,1.609269375,72.488,86.624
epoch,train_loss,eval_loss,eval_top1,eval_top5
95,3.203067903471465,1.607381875,72.502,86.652
epoch,train_loss,eval_loss,eval_top1,eval_top5
96,3.1936619553235497,1.604946875,72.638,86.72
epoch,train_loss,eval_loss,eval_top1,eval_top5
97,3.2053831815719604,1.6048171875,72.662,86.742
epoch,train_loss,eval_loss,eval_top1,eval_top5
98,3.216591466771494,1.60292484375,72.672,86.726
epoch,train_loss,eval_loss,eval_top1,eval_top5
99,3.2057540983256727,1.60071625,72.614,86.714
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.835855805047668,6.873905,0.404,1.794
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,6.530237462260936,6.2015425,3.21,10.53
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,6.095555137879778,4.9611975,14.934,33.098
